headerId,index,timestamp,eventType,contentId,authorPersonId,authorSessionId,authorUserAgent,authorRegion,authorCountry,contentType,url,title,text,lang,total_events,soup,meta
30,1492,1466620390,CONTENT SHARED,6997620589258672675,-48161796606086482,-4406729997686684554,,,,HTML,https://pagamento.me/abrimos-uma-conta-no-original/,Abrimos uma conta no Original.,,pt,161,Abrimos uma conta no Original.,
31,1366,1465827586,CONTENT SHARED,-8518096793350810174,1895326251577378793,-1287126046112431871,,,,HTML,http://computerworld.com.br/microsoft-adquire-linkedin-por-us-262-bilhoes,"Microsoft adquire LinkedIn por US$ 26,2 bilhões",,pt,156,"Microsoft adquire LinkedIn por US$ 26,2 bilhões",
32,785,1462381699,CONTENT SHARED,1738052593226421681,6013226412048763966,5796685774598185282,,,,HTML,http://www.pnl.com.br/programacao-neurolinguistica/publicacoes/como-resolver-conflitos-no-ambiente-corporativo-usando-a-pnl-,Como resolver conflitos no ambiente corporativo us,,pt,152,Como resolver conflitos no ambiente corporativo us,
33,2505,1475597263,CONTENT SHARED,-5920475612630001479,2754566407772265068,8294541181816066509,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",MG,BR,HTML,https://hackernoon.com/how-it-feels-to-learn-javascript-in-2016-d3a717dd577f?gi=9a4d3c4ae4de,How it feels to learn Javascript in 2016,,en,150,How it feels to learn Javascript in 2016,
34,1273,1465223368,CONTENT SHARED,8890720798209849691,1895326251577378793,-1847389231177111235,,,,HTML,https://www.nngroup.com/articles/top-intranet-trends/?utm_source=Alertbox&utm_campaign=2449df7535-Diary_Studies_Top_Intranet_Trends_06_06_2016&utm_medium=email&utm_term=0_7f29a2b335-2449df7535-40280153,Top 10 Intranet Trends of 2016,,en,150,Top 10 Intranet Trends of 2016,
35,1887,1469561171,CONTENT SHARED,4105873627900556540,-2525380383541287600,8115788345630016900,,,,HTML,http://agiletesters.com.br/topic/103/a-arte-de-desenvolver-testes-cucumber-capybara,Sua comunidade de Teste.,,pt,148,Sua comunidade de Teste.,
36,2994,1485194633,CONTENT SHARED,-6728844082024523434,801895594717772308,7194441186926042361,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36",MG,BR,HTML,http://merowing.info/2017/01/seniority/,Seniority,,en,148,Seniority,
37,1293,1465324965,CONTENT SHARED,2555983212310147009,7774613525190730745,5630253306675486090,,,,HTML,https://www.infoq.com/articles/Database-Version-Control,The Definitive Guide to Database Version Control,,en,146,The Definitive Guide to Database Version Control,
38,1359,1465736425,CONTENT SHARED,1862503310075246782,3915038251784681624,6469413037900917152,,,,HTML,http://cio.com.br/carreira/2016/06/10/cinco-competencias-essenciais-ao-it-leaders/,Cinco competências essenciais ao IT Leaders - CIO,,pt,145,Cinco competências essenciais ao IT Leaders - CIO,
39,1034,1463694744,CONTENT SHARED,-1453783314552286835,-1032019229384696495,-3222296078930623200,,,,HTML,https://flights.airberlin.com/en-DE/progressive-web-app,Progressive Web App - first introduced on Google I/O | airberlin,,en,144,Progressive Web App - first introduced on Google I/O | airberlin,
40,2944,1484126235,CONTENT SHARED,3660989387512978561,9210530975708218054,1216354488778990261,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",SP,BR,HTML,https://www.thoughtworks.com/pt/insights/blog/discutindo-devops-na-pratica,Discutindo Devops na Prática,,pt,143,Discutindo Devops na Prática,
41,1079,1464055142,CONTENT SHARED,943818026930898372,-6946355789336786528,4492969654113742216,,,,HTML,http://exame.abril.com.br/pme/noticias/inovador-nubank-ganha-premio-no-vale-do-silicio,"Inovador, Nubank ganha prêmio no Vale do Silício | EXAME.com",,pt,142,"Inovador, Nubank ganha prêmio no Vale do Silício | EXAME.com",
42,1182,1464797377,CONTENT SHARED,2285214528595997209,-9009798162809551896,-1393306465829315553,,,,HTML,http://www.mundodocker.com.br/docker-e-dotnet/,Docker e .Net,,pt,142,Docker e .Net,
43,1834,1469097976,CONTENT SHARED,4259370161044254504,-2979881261169775358,6708890816588756654,,,,HTML,https://medium.com/unboxd/how-i-built-an-app-with-500-000-users-in-5-days-on-a-100-server-77deeb238e83,"How I built an app with 500,000 users in 5 days on a $100 server",,en,140,"How I built an app with 500,000 users in 5 days on a $100 server",
44,2797,1480504938,CONTENT SHARED,-7294716554902079523,4227773676394505435,6923518953276678853,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.100 Safari/537.36",MG,BR,HTML,http://blog.caelum.com.br/usando-o-git-add-interativo/,Usando o git add interativo,,pt,139,Usando o git add interativo,
45,2535,1475854719,CONTENT SHARED,5854206600849997966,7645894863578715801,-2165791432286103639,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:49.0) Gecko/20100101 Firefox/49.0,SP,BR,HTML,http://blog.kaczmarzyk.net/2016/10/03/the-hardest-thing-in-computer-science/,The hardest thing in computer science,,en,139,The hardest thing in computer science,
46,2422,1474815847,CONTENT SHARED,9175693555063886126,1374824663945909617,-7520177282913389815,,,,HTML,https://bittencode.wordpress.com/2015/07/08/15-minutos-sobre-docker/,15 minutos sobre Docker,,pt,139,15 minutos sobre Docker,
47,1306,1465396491,CONTENT SHARED,310515487419366995,-5527145562136413747,3192880191028684629,,,,HTML,http://blog.runrun.it/erros-de-portugues-em-e-mails/,71 erros de português que precisam sumir dos seus e-mails,,pt,136,71 erros de português que precisam sumir dos seus e-mails,
48,1485,1466605328,CONTENT SHARED,2719909253419802298,-5527145562136413747,101989957506145943,,,,HTML,http://blog.runrun.it/mulheres-millenials-geracao-y/,As expectativas das mulheres da Geração Y são muitas,,pt,134,As expectativas das mulheres da Geração Y são muitas,
49,887,1462920714,CONTENT SHARED,2072448887839540892,-3390049372067052505,-5764325092046707218,,,,HTML,https://medium.com/enrique-dans/welcome-to-googlebank-facebook-bank-amazon-bank-and-apple-bank-c9c3955006d4,"Welcome to GoogleBank, Facebook Bank, Amazon Bank, and Apple Bank - Enrique Dans",,en,134,"Welcome to GoogleBank, Facebook Bank, Amazon Bank, and Apple Bank - Enrique Dans",
50,2985,1484911446,CONTENT SHARED,-7113155163062752691,1374824663945909617,7124692265469031695,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.100 Safari/537.36",SP,BR,HTML,http://sensedia.com/blog/apis/arquitetura-de-microservicos-habilitando-apis/,Arquitetura de Microserviços habilitando APIs - Sensedia,,pt,131,Arquitetura de Microserviços habilitando APIs - Sensedia,
51,2242,1472739274,CONTENT SHARED,-615912190028612956,6013226412048763966,1930561315994163469,,,,HTML,http://vocesa.uol.com.br/noticias/acervo/coragem-e-o-principal-requisito-para-ser-um-bom-lider-diz-o-autor-britanico-simon-sinek.phtml,"Ser um bom líder depende de inúmeros fatores. Mas um deles, segundo o inglês Simon Sinek, é importantíssimo: a coragem para proteger as equipes e para arriscar quando necessário",,pt,130,"Ser um bom líder depende de inúmeros fatores. Mas um deles, segundo o inglês Simon Sinek, é importantíssimo: a coragem para proteger as equipes e para arriscar quando necessário",
52,2556,1476360149,CONTENT SHARED,-3040610224044779845,801895594717772308,-6061043432083340716,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",MG,BR,HTML,https://medium.freecodecamp.com/10-tips-to-maximize-your-javascript-debugging-experience-b69a75859329?gi=581529e210bf,Things you probably didn't know you could do with Chrome's Developer Console,,en,130,Things you probably didn't know you could do with Chrome's Developer Console,
53,1539,1467026915,CONTENT SHARED,4084131344684656470,5127372011815639401,5134361217529549945,,,,HTML,https://deis.com/blog/2016/kubernetes-illustrated-guide/,The Children's Illustrated Guide to Kubernetes,,en,128,The Children's Illustrated Guide to Kubernetes,
54,2316,1473686450,CONTENT SHARED,-3716447017462787559,-1578287561410088674,1736179400644080759,,,,HTML,http://hipsters.tech/squads-nao-suicidas-hipsters-08/,Squads não-suicidas - Hipsters #08,,pt,128,Squads não-suicidas - Hipsters #08,
55,3060,1486469778,CONTENT SHARED,-14569272361926584,-8781306637602263252,9157733567505152711,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",SP,BR,HTML,http://guirmendes.blogspot.com.br/2017/02/java-8-streams-deeper-approach-about.html,Java 8 Streams - A Deeper Approach About Performance Improvement,,en,127,Java 8 Streams - A Deeper Approach About Performance Improvement,
56,2680,1477670394,CONTENT SHARED,7814856426770804213,-9016528795238256703,9100012288934953337,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",MG,BR,HTML,https://blog.devteam.space/new-macbook-pro-is-not-a-laptop-for-developers-anymore-d0d4b1b8b7de?gi=6d5f52f5f44,New MacBook Pro is not a Laptop for Developers Anymore,,en,127,New MacBook Pro is not a Laptop for Developers Anymore,
57,1312,1465424159,CONTENT SHARED,-2948321821574578861,7527226129639571966,3989456265529686673,,,,HTML,http://arquiteturadeinformacao.com/usabilidade/quando-usar-paginacao-e-quando-user-scroll-infinito/,Quando usar paginação e quando usar scroll infinito?,,pt,126,Quando usar paginação e quando usar scroll infinito?,
58,1063,1463933351,CONTENT SHARED,5658521282502533116,-1561982036714087726,-6957674286814133812,,,,HTML,http://engenhariae.com.br/mais/colunas/ita-esta-oferecendo-10-cursos-gratuitos-a-distancia/,ITA está oferecendo 10 cursos gratuitos a distância - Engenharia é:,,pt,126,ITA está oferecendo 10 cursos gratuitos a distância - Engenharia é:,
59,2967,1484651225,CONTENT SHARED,-3191013159715472435,-1393866732742189886,2008706978002473337,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",MG,BR,HTML,http://www.otempo.com.br/capa/pol%C3%ADtica/rob%C3%B4-acha-de-almo%C3%A7o-de-12-kg-a-cervejas-pagas-pelo-cidad%C3%A3o-1.1424088,Robô acha de almoço de 12 kg a cervejas pagas pelo cidadão,,pt,124,Robô acha de almoço de 12 kg a cervejas pagas pelo cidadão,
60,1358,1465677689,CONTENT SHARED,-330801551666885085,7774613525190730745,-5387740831049193382,,,,HTML,http://blog.tiingo.com/switched-away-aws-packet-net-benchmarking-networking-disk-processing-speeds/,"AWS vs Packet.net Why we left AWS Benchmarking AWS's Network, Disk, and CPU Performance - Tiingo Thoughts",,en,122,"AWS vs Packet.net Why we left AWS Benchmarking AWS's Network, Disk, and CPU Performance - Tiingo Thoughts",
61,2964,1484579813,CONTENT SHARED,569574447134368517,-4465926797008424436,6992931052309362824,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2982.0 Safari/537.36",SP,BR,HTML,https://www.blockloop.io/mastering-bash-and-terminal,Mastering Bash and Terminal,,en,120,Mastering Bash and Terminal,
62,1419,1466082624,CONTENT SHARED,319340024738595907,4670267857749552625,7965979047714660786,,,,HTML,http://www.webmotors.com.br/comprar/mitsubishi/asx/2-0-4x4-awd-16v-gasolina-4p-automatico/4-portas/2013-2014/17115683,MITSUBISHI ASX 2.0 4X4 AWD 16V GASOLINA 4P AUTOMÁTICO - WebMotors - 17115683,,pt,120,MITSUBISHI ASX 2.0 4X4 AWD 16V GASOLINA 4P AUTOMÁTICO - WebMotors - 17115683,
63,1869,1469469603,CONTENT SHARED,-2447632164766022033,881856221521045800,-1412399050403999340,,,,HTML,https://tecnoblog.net/198814/github-estereotipos-programadores/,O que o GitHub tem a nos dizer sobre os estereótipos entre programadores | Tecnoblog,,pt,120,O que o GitHub tem a nos dizer sobre os estereótipos entre programadores | Tecnoblog,
64,1592,1467288669,CONTENT SHARED,-5014627593450767720,-5380862725077089346,-5535680675523205102,,,,HTML,http://buytaert.net/drupal-is-for-ambitious-digital-experiences,Drupal and ambitious digital experiences,,en,120,Drupal and ambitious digital experiences,
65,3066,1486553183,CONTENT SHARED,4876769046116846438,9109075639526981934,1133978080643679329,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",MG,BR,HTML,http://ciclovivo.com.br/noticia/shopping-em-bh-tera-fazenda-urbana-de-2-700-m%C2%B2/,Shopping em BH terá fazenda urbana de 2.700 m²,,pt,119,Shopping em BH terá fazenda urbana de 2.700 m²,
66,1459,1466443111,CONTENT SHARED,4788854083489560153,5127372011815639401,-5274409486477114174,,,,HTML,https://blog.risingstack.com/node-js-examples-how-enterprises-use-node-in-2016/,Node.js Examples - How Enterprises use Node in 2016 | @RisingStack,,en,119,Node.js Examples - How Enterprises use Node in 2016 | @RisingStack,
67,2256,1472833539,CONTENT SHARED,-8381230866408697127,1766257854965201953,9211894396612985323,,,,HTML,http://m.olhardigital.uol.com.br/pro/noticia/inteligencia-artificial-da-ibm-criou-trailer-perfeito-para-filme/61735,Inteligência artificial da IBM criou 'trailer perfeito' para filme,,pt,118,Inteligência artificial da IBM criou 'trailer perfeito' para filme,
68,1175,1464785508,CONTENT SHARED,-7463305179076477879,2416280733544962613,5253606329297313273,,,,HTML,http://techcrunch.com/2016/06/01/salesforce-buys-demandware-for-2-8b-taking-a-big-step-into-e-commerce/,"Salesforce buys Demandware for $2.8B, taking a big step into e-commerce",,en,118,"Salesforce buys Demandware for $2.8B, taking a big step into e-commerce",
69,1424,1466115486,CONTENT SHARED,7534917347133949300,3891637997717104548,1233433224046298458,,,,HTML,https://www.sitepoint.com/the-importance-of-code-reviews/,The Importance of Code Reviews,,en,117,The Importance of Code Reviews,
70,2375,1474371643,CONTENT SHARED,-4145260601063545880,-1393866732742189886,5698474775920535228,,,,HTML,https://hackernoon.com/why-learning-angular-2-was-excruciating-d50dc28acc8a?gi=13bcfa27581a,Why Learning Angular 2 Was Excruciating,,en,117,Why Learning Angular 2 Was Excruciating,
71,1398,1465992728,CONTENT SHARED,-4888170580455425266,-8424644554119645763,-1573551387441998743,,,,HTML,https://www.jetbrains.com/help/resharper/2016.1/Speeding_Up_ReSharper.html,Speeding up ReSharper (and Visual Studio),,en,117,Speeding up ReSharper (and Visual Studio),
72,2372,1474307005,CONTENT SHARED,-4084394822880420062,-1836083230511905974,949170573697719844,,,,HTML,http://android-developers.blogspot.com.br/2016/09/android-studio-2-2.html,Android Studio 2.2,,en,117,Android Studio 2.2,
73,2149,1471924347,CONTENT SHARED,-2479936301516183562,-1032019229384696495,-1085681130193775758,,,,HTML,http://venturebeat.com/2016/08/22/gitlab-issue-boards/,"GitLab launches Issue Boards, an open-source task management tool that resembles Trello",,en,116,"GitLab launches Issue Boards, an open-source task management tool that resembles Trello",
74,972,1463359748,CONTENT SHARED,-6255158415883847921,6013226412048763966,7846471679835395183,,,,HTML,http://m.folha.uol.com.br/ilustrada/2016/04/1766160-para-neurociencia-motivacao-nao-e-fator-principal-em-mudanca-de-habitos.shtml,"Para neurociência, motivação não é fator principal em mudança de hábitos",,pt,116,"Para neurociência, motivação não é fator principal em mudança de hábitos",
75,2024,1470832126,CONTENT SHARED,-3678789633202302491,7774613525190730745,6403122829531428804,,,,HTML,https://dzone.com/articles/do-you-suffer-from-deployment-anxiety-1,Do You Suffer From Deployment Anxiety? - DZone DevOps,,en,115,Do You Suffer From Deployment Anxiety? - DZone DevOps,
76,2077,1471352498,CONTENT SHARED,-2584174137395076448,534764222466712491,-2603418925334381846,,,,HTML,http://epoca.globo.com/vida/noticia/2016/08/elektro-google-e-sama-lideram-entre-melhores-empresas-para-trabalhar-em-2016.html,"Elektro, Google e Sama lideram entre as melhores empresas para trabalhar em 2016",,pt,115,"Elektro, Google e Sama lideram entre as melhores empresas para trabalhar em 2016",
77,596,1461689512,CONTENT SHARED,6989198691754522425,7890134385692540512,-2241007388742885017,,,,HTML,https://www.sympla.com.br/front-in-bh-2016__54441,Front in BH 2016,,pt,114,Front in BH 2016,
78,1976,1470253169,CONTENT SHARED,3170775058142440102,-7606731662737258050,6878120212962380972,,,,HTML,http://revistatrip.uol.com.br/tpm/milly-lacombe-fala-sobre-patriarcado-e-casamento,Criadas para casar,,pt,113,Criadas para casar,
79,1487,1466608308,CONTENT SHARED,-4278025512576376201,-5527145562136413747,101989957506145943,,,,HTML,http://cannes.meioemensagem.com.br/cobertura2016/diario-de-cannes/2016/06/22/sentaquelavemtextao,#Sentaquelávemtextão,,pt,113,#Sentaquelávemtextão,
80,1395,1465962769,CONTENT SHARED,6062146090334604102,-8020832670974472349,-2734800878000447382,,,,HTML,https://paul.kinlan.me/serverless-sync-in-web-apps/,Serverless Data Sync in Web Apps with Bit Torrent,,en,113,Serverless Data Sync in Web Apps with Bit Torrent,
81,1228,1464892323,CONTENT SHARED,6783622248311192269,3609194402293569455,6147896666617046192,,,,HTML,http://www.infomoney.com.br/negocios/como-vender-mais/noticia/5062199/par-aliancas-impede-que-seu-parceiro-assista-netflix-sem-voce,Par de alianças impede que seu parceiro assista Netflix sem você,,pt,113,Par de alianças impede que seu parceiro assista Netflix sem você,
82,1523,1466862481,CONTENT SHARED,4419562057180692966,-1032019229384696495,6917925448322846329,,,,HTML,https://techcrunch.com/2016/06/25/latin-americas-chronic-inefficiency-could-drive-more-o2o-commerce-growth/,Latin America's chronic inefficiency could drive more O2O commerce growth,,en,112,Latin America's chronic inefficiency could drive more O2O commerce growth,
83,2243,1472744003,CONTENT SHARED,3495098006178009360,-1032019229384696495,4845766491468696400,,,,HTML,http://www.businessinsider.com/google-silicon-valley-tabs-spaces-debate-2016-8,A Googler analyzed a billion files to settle the programming dispute made famous by HBO's 'Silicon Valley',,en,112,A Googler analyzed a billion files to settle the programming dispute made famous by HBO's 'Silicon Valley',
84,880,1462909635,CONTENT SHARED,3149164017776669829,-3390049372067052505,-5764325092046707218,,,,HTML,http://www.smartinsights.com/mobile-marketing/mobile-marketing-analytics/mobile-marketing-statistics/,Mobile marketing statistics 2016,,en,110,Mobile marketing statistics 2016,
